"game_date","Home Team","Away Team","Period","Clock","Home Team Skaters","Away Team Skaters","Home Team Goals","Away Team Goals","Team","Player","Event","X Coordinate","Y Coordinate","Detail 1","Detail 2","Detail 3","Detail 4","Player 2","X Coordinate 2","Y Coordinate 2"
"2020-03-01","Erie Otters","London Knights","2","11:23","5","5","1","3","London Knights","Matvey Guskov","Play","156","18","Direct",,,,"Johnny Gruden","145","54"
"2020-03-01","Erie Otters","London Knights","2","11:22","5","5","1","3","London Knights","Johnny Gruden","Shot","150","52","Wristshot","On Net","t","f",,,
"2020-03-01","Erie Otters","London Knights","2","11:21","5","5","1","3","Erie Otters","Jamie Drysdale","Puck Recovery","20","45",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","11:21","5","5","1","3","Erie Otters","Jamie Drysdale","Play","20","45","Indirect",,,,"Maxim Golod","41","4"
"2020-03-01","Erie Otters","London Knights","2","11:18","5","5","1","3","Erie Otters","Maxim Golod","Play","41","6","Direct",,,,"Jamie Drysdale","51","50"
"2020-03-01","Erie Otters","London Knights","2","11:14","5","5","1","3","Erie Otters","Jamie Drysdale","Play","105","50","Direct",,,,"Chad Yetman","133","83"
"2020-03-01","Erie Otters","London Knights","2","11:14","5","5","1","3","London Knights","Chad Yetman","Zone Entry","126","71","Played",,,,"Ryan Merkley",,
"2020-03-01","Erie Otters","London Knights","2","11:12","5","5","1","3","Erie Otters","Chad Yetman","Play","144","82","Direct",,,,"Kyen Sopa","154","75"
"2020-03-01","Erie Otters","London Knights","2","11:11","5","5","1","3","Erie Otters","Kyen Sopa","Play","166","66","Direct",,,,"Chad Yetman","164","60"
"2020-03-01","Erie Otters","London Knights","2","11:10","5","5","1","3","Erie Otters","Chad Yetman","Shot","164","60","Snapshot","Missed","f","t",,,
"2020-03-01","Erie Otters","London Knights","2","11:08","5","5","1","3","Erie Otters","Jack Duff","Puck Recovery","156","3",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","11:07","5","5","1","3","Erie Otters","Jack Duff","Shot","168","8","Wristshot","On Net","t","f",,,
"2020-03-01","Erie Otters","London Knights","2","11:06","5","5","1","3","London Knights","Matvey Guskov","Puck Recovery","18","53",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","11:06","5","5","1","3","London Knights","Matvey Guskov","Play","28","49","Direct",,,,"Connor McMichael","65","65"
"2020-03-01","Erie Otters","London Knights","2","11:01","5","5","1","3","Erie Otters","Connor McMichael","Zone Entry","128","62","Carried",,,,"Jamie Drysdale",,
"2020-03-01","Erie Otters","London Knights","2","11:00","5","5","1","3","London Knights","Connor McMichael","Shot","165","59","Wristshot","Blocked","f","f",,,
"2020-03-01","Erie Otters","London Knights","2","10:57","5","5","1","3","Erie Otters","Kyen Sopa","Puck Recovery","71","83",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","10:57","5","5","1","3","Erie Otters","Kyen Sopa","Play","76","84","Direct",,,,"Maxim Golod","119","83"
"2020-03-01","Erie Otters","London Knights","2","10:55","5","5","1","3","London Knights","Chad Yetman","Zone Entry","128","83","Carried",,,,"Alec Regula",,
"2020-03-01","Erie Otters","London Knights","2","10:52","5","5","1","3","Erie Otters","Maxim Golod","Play","151","83","Direct",,,,"Chad Yetman","149","19"
"2020-03-01","Erie Otters","London Knights","2","10:51","5","5","1","3","Erie Otters","Chad Yetman","Shot","154","19","Wristshot","Missed","f","f",,,
"2020-03-01","Erie Otters","London Knights","2","10:48","5","5","1","3","London Knights","Johnny Gruden","Puck Recovery","47","1",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","10:44","5","5","1","3","Erie Otters","Drew Hunter","Puck Recovery","94","78",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","10:43","5","5","1","3","London Knights","Alec Regula","Puck Recovery","100","9",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","10:41","5","5","1","3","Erie Otters","Alec Regula","Zone Entry","128","21","Carried",,,,"Drew Hunter",,
"2020-03-01","Erie Otters","London Knights","2","10:40","5","5","1","3","London Knights","Alec Regula","Play","131","42","Direct",,,,"Connor McMichael","138","63"
"2020-03-01","Erie Otters","London Knights","2","10:38","5","5","1","3","London Knights","Connor McMichael","Play","160","72","Indirect",,,,"Ryan Merkley","141","81"
"2020-03-01","Erie Otters","London Knights","2","10:37","5","5","1","3","London Knights","Ryan Merkley","Play","141","81","Direct",,,,"Matvey Guskov","162","26"
"2020-03-01","Erie Otters","London Knights","2","10:30","5","5","1","3","London Knights","Matvey Guskov","Play","133","6","Indirect",,,,"Connor McMichael","197","33"
"2020-03-01","Erie Otters","London Knights","2","10:28","5","5","1","3","London Knights","Connor McMichael","Play","197","33","Direct",,,,"Johnny Gruden","192","28"
"2020-03-01","Erie Otters","London Knights","2","10:26","5","5","1","3","London Knights","Johnny Gruden","Play","192","28","Direct",,,,"Connor McMichael","194","51"
"2020-03-01","Erie Otters","London Knights","2","10:24","5","5","1","3","London Knights","Connor McMichael","Incomplete Play","189","50","Direct",,,,"Johnny Gruden","180","39"
"2020-03-01","Erie Otters","London Knights","2","10:23","5","5","1","3","London Knights","Alec Regula","Puck Recovery","148","11",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","10:22","5","5","1","3","London Knights","Alec Regula","Play","133","5","Direct",,,,"Connor McMichael","167","78"
"2020-03-01","Erie Otters","London Knights","2","10:19","5","5","1","3","London Knights","Connor McMichael","Incomplete Play","171","74","Direct",,,,"Johnny Gruden","177","48"
"2020-03-01","Erie Otters","London Knights","2","10:16","5","5","1","3","Erie Otters","Maxim Golod","Puck Recovery","53","33",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","10:11","5","5","1","3","Erie Otters","Maxim Golod","Play","121","3","Indirect",,,,"Cameron Morton","85","5"
"2020-03-01","Erie Otters","London Knights","2","10:08","5","5","1","3","Erie Otters","Cameron Morton","Play","78","3","Direct",,,,"Maxim Golod","105","4"
"2020-03-01","Erie Otters","London Knights","2","10:05","5","5","1","3","Erie Otters","Maxim Golod","Play","118","3","Indirect",,,,"Matthew MacDougall","138","3"
"2020-03-01","Erie Otters","London Knights","2","10:05","5","5","1","3","London Knights","Johnny Gruden","Zone Entry","129","2","Played",,,,"Ryan Merkley",,
"2020-03-01","Erie Otters","London Knights","2","10:04","5","5","1","3","Erie Otters","Matthew MacDougall","Incomplete Play","151","4","Direct",,,,"Maxim Golod","149","34"
"2020-03-01","Erie Otters","London Knights","2","10:03","5","5","1","3","London Knights","Johnny Gruden","Puck Recovery","43","48",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","10:03","5","5","1","3","London Knights","Johnny Gruden","Play","43","48","Indirect",,,,"Ryan Merkley","33","73"
"2020-03-01","Erie Otters","London Knights","2","10:00","5","5","1","3","London Knights","Ryan Merkley","Incomplete Play","33","73","Direct",,,,"Connor McMichael","69","54"
"2020-03-01","Erie Otters","London Knights","2","9:58","5","5","1","3","Erie Otters","Cameron Morton","Puck Recovery","95","34",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","9:57","5","5","1","3","Erie Otters","Cameron Morton","Play","83","33","Direct",,,,"Drew Hunter","70","70"
"2020-03-01","Erie Otters","London Knights","2","9:55","5","5","1","3","Erie Otters","Drew Hunter","Incomplete Play","52","70","Direct",,,,"Matthew MacDougall","104","17"
"2020-03-01","Erie Otters","London Knights","2","9:52","5","5","1","3","London Knights","Ryan Merkley","Puck Recovery","53","80",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","9:50","5","5","1","3","London Knights","Ryan Merkley","Play","44","81","Direct",,,,"Luke Evangelista","110","1"
"2020-03-01","Erie Otters","London Knights","2","9:49","5","5","1","3","London Knights","Luke Evangelista","Dump In/Out","110","1","Retained",,,,,,
"2020-03-01","Erie Otters","London Knights","2","9:49","5","5","1","3","Erie Otters","Nathan Dunkley","Zone Entry","110","1","Dumped",,,,"Drew Hunter",,
"2020-03-01","Erie Otters","London Knights","2","9:46","5","5","1","3","London Knights","Nathan Dunkley","Puck Recovery","180","37",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","9:46","5","5","1","3","London Knights","Nathan Dunkley","Shot","180","37","Snapshot","On Net","f","f",,,
"2020-03-01","Erie Otters","London Knights","2","9:43","5","5","1","3","London Knights","Nathan Dunkley","Puck Recovery","199","55",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","9:43","5","5","1","3","London Knights","Nathan Dunkley","Incomplete Play","194","56","Direct",,,,"Luke Evangelista","183","49"
"2020-03-01","Erie Otters","London Knights","2","9:40","5","5","1","3","London Knights","Nathan Dunkley","Puck Recovery","184","79",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","9:39","5","5","1","3","London Knights","Nathan Dunkley","Play","184","79","Indirect",,,,"Luke Evangelista","195","46"
"2020-03-01","Erie Otters","London Knights","2","9:38","5","5","1","3","London Knights","Luke Evangelista","Incomplete Play","195","46","Direct",,,,"Antonio Stranges","170","53"
"2020-03-01","Erie Otters","London Knights","2","9:36","5","5","1","3","London Knights","Antonio Stranges","Puck Recovery","176","62",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","9:36","5","5","1","3","London Knights","Antonio Stranges","Play","176","62","Indirect",,,,"Hunter Skinner","131","76"
"2020-03-01","Erie Otters","London Knights","2","9:34","5","5","1","3","London Knights","Hunter Skinner","Shot","134","74","Slapshot","Missed","t","t",,,
"2020-03-01","Erie Otters","London Knights","2","9:33","5","5","1","3","Erie Otters","Matthew MacDougall","Puck Recovery","45","43",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","9:33","5","5","1","3","Erie Otters","Matthew MacDougall","Play","45","43","Direct",,,,"Emmett Sproule","118","83"
"2020-03-01","Erie Otters","London Knights","2","9:29","5","5","1","3","London Knights","Emmett Sproule","Zone Entry","130","84","Carried",,,,"Gerard Keane",,
"2020-03-01","Erie Otters","London Knights","2","9:28","5","5","1","3","London Knights","Gerard Keane","Takeaway","59","1",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","9:24","5","5","1","3","London Knights","Gerard Keane","Play","21","67","Direct",,,,"Luke Evangelista","119","82"
"2020-03-01","Erie Otters","London Knights","2","9:22","5","5","1","3","London Knights","Luke Evangelista","Dump In/Out","119","82","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","2","9:22","5","5","1","3","Erie Otters","Kurtis Henry","Zone Entry","119","82","Dumped",,,,"Kurtis Henry",,
"2020-03-01","Erie Otters","London Knights","2","9:21","5","5","1","3","Erie Otters","Kurtis Henry","Puck Recovery","60","8",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","9:20","5","5","1","3","Erie Otters","Kurtis Henry","Dump In/Out","48","6","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","2","9:18","5","5","1","3","London Knights","Luke Evangelista","Puck Recovery","121","73",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","9:15","5","5","1","3","London Knights","Luke Evangelista","Play","97","81","Direct",,,,"Hunter Skinner","59","52"
"2020-03-01","Erie Otters","London Knights","2","9:12","5","5","1","3","London Knights","Hunter Skinner","Play","48","42","Direct",,,,"Luke Evangelista","76","84"
"2020-03-01","Erie Otters","London Knights","2","9:10","5","5","1","3","London Knights","Luke Evangelista","Play","83","79","Direct",,,,"Hunter Skinner","80","18"
"2020-03-01","Erie Otters","London Knights","2","9:09","5","5","1","3","London Knights","Hunter Skinner","Play","80","18","Direct",,,,"Antonio Stranges","110","1"
"2020-03-01","Erie Otters","London Knights","2","9:07","5","5","1","3","London Knights","Antonio Stranges","Dump In/Out","110","1","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","2","9:07","5","5","1","3","Erie Otters","Daniel Murphy","Zone Entry","110","1","Dumped",,,,"Jacob Golden",,
"2020-03-01","Erie Otters","London Knights","2","9:06","5","5","1","3","Erie Otters","Daniel Murphy","Puck Recovery","3","46",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","9:04","5","5","1","3","Erie Otters","Daniel Murphy","Incomplete Play","4","40","Indirect",,,,"Emmett Sproule","36","1"
"2020-03-01","Erie Otters","London Knights","2","9:02","5","5","1","3","London Knights","Nathan Dunkley","Takeaway","171","83",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","9:02","5","5","1","3","London Knights","Nathan Dunkley","Incomplete Play","171","83","Indirect",,,,"Luke Evangelista","199","58"
"2020-03-01","Erie Otters","London Knights","2","9:00","5","5","1","3","Erie Otters","Kurtis Henry","Takeaway","5","16",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","9:00","5","5","1","3","London Knights","Nathan Dunkley","Takeaway","192","75",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","8:59","5","5","1","3","London Knights","Nathan Dunkley","Play","192","75","Indirect",,,,"Luke Evangelista","197","57"
"2020-03-01","Erie Otters","London Knights","2","8:58","5","5","1","3","London Knights","Luke Evangelista","Incomplete Play","197","52","Indirect",,,,"Hunter Skinner","129","2"
"2020-03-01","Erie Otters","London Knights","2","8:54","5","5","1","3","London Knights","Hunter Skinner","Puck Recovery","113","1",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","8:53","5","5","1","3","London Knights","Hunter Skinner","Play","89","9","Direct",,,,"Gerard Keane","82","56"
"2020-03-01","Erie Otters","London Knights","2","8:49","5","5","1","3","London Knights","Gerard Keane","Play","39","72","Direct",,,,"Hunter Skinner","39","10"
"2020-03-01","Erie Otters","London Knights","2","8:48","5","5","1","3","London Knights","Hunter Skinner","Play","41","10","Direct",,,,"Luke Evangelista","117","1"
"2020-03-01","Erie Otters","London Knights","2","8:42","5","5","1","3","London Knights","Luke Evangelista","Incomplete Play","79","25","Direct",,,,"Hunter Skinner","90","55"
"2020-03-01","Erie Otters","London Knights","2","8:42","5","5","1","3","Erie Otters","Emmett Sproule","Takeaway","109","35",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","8:40","5","5","1","3","Erie Otters","Emmett Sproule","Play","112","36","Direct",,,,"Brendan Sellan","121","59"
"2020-03-01","Erie Otters","London Knights","2","8:39","5","5","1","3","London Knights","Brendan Sellan","Zone Entry","128","60","Carried",,,,"Gerard Keane",,
"2020-03-01","Erie Otters","London Knights","2","8:38","5","5","1","3","Erie Otters","Brendan Sellan","Incomplete Play","137","67","Direct",,,,"Elias Cohen","138","48"
"2020-03-01","Erie Otters","London Knights","2","8:36","5","5","1","3","Erie Otters","Brendan Sellan","Puck Recovery","121","47",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","8:34","5","5","1","3","Erie Otters","Brendan Sellan","Dump In/Out","121","47","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","2","8:30","5","5","1","3","London Knights","Hunter Skinner","Puck Recovery","14","23",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","8:28","5","5","1","3","London Knights","Hunter Skinner","Incomplete Play","37","39","Direct",,,,"Nathan Dunkley","91","5"
"2020-03-01","Erie Otters","London Knights","2","8:25","5","5","1","3","London Knights","Antonio Stranges","Puck Recovery","70","19",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","8:25","5","5","1","3","London Knights","Antonio Stranges","Dump In/Out","70","19","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","2","8:24","5","5","1","3","Erie Otters","Brendan Hoffmann","Puck Recovery","113","68",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","8:23","5","5","1","3","Erie Otters","Brendan Hoffmann","Incomplete Play","107","66","Direct",,,,"Brendan Sellan","112","65"
"2020-03-01","Erie Otters","London Knights","2","8:22","5","5","1","3","London Knights","Nathan Dunkley","Puck Recovery","78","23",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","8:20","5","5","1","3","London Knights","Nathan Dunkley","Play","77","1","Direct",,,,"Gerard Keane","50","18"
"2020-03-01","Erie Otters","London Knights","2","8:17","5","5","1","3","London Knights","Gerard Keane","Play","35","16","Direct",,,,"Hunter Skinner","49","79"
"2020-03-01","Erie Otters","London Knights","2","8:15","5","5","1","3","London Knights","Hunter Skinner","Play","64","82","Direct",,,,"Luke Evangelista","115","80"
"2020-03-01","Erie Otters","London Knights","2","8:14","5","5","1","3","London Knights","Luke Evangelista","Dump In/Out","115","80","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","2","8:11","5","5","1","3","Erie Otters","Daniel Murphy","Puck Recovery","4","41",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","8:11","5","5","1","3","Erie Otters","Daniel Murphy","Play","4","41","Indirect",,,,"Jacob Golden","4","41"
"2020-03-01","Erie Otters","London Knights","2","8:09","5","5","1","3","Erie Otters","Jacob Golden","Play","20","22","Direct",,,,"Brendan Sellan","68","3"
"2020-03-01","Erie Otters","London Knights","2","8:07","5","5","1","3","Erie Otters","Brendan Sellan","Play","79","4","Indirect",,,,"Daniel D'Amato","117","4"
"2020-03-01","Erie Otters","London Knights","2","8:06","5","5","1","3","Erie Otters","Daniel D'Amato","Dump In/Out","117","4","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","2","8:06","5","5","1","3","London Knights","Markus Phillips","Zone Entry","117","4","Dumped",,,,"Kirill Steklov",,
"2020-03-01","Erie Otters","London Knights","2","8:04","5","5","1","3","London Knights","Markus Phillips","Puck Recovery","22","62",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","7:57","5","5","1","3","London Knights","Markus Phillips","Incomplete Play","85","77","Indirect",,,,"Liam Foudy","117","82"
"2020-03-01","Erie Otters","London Knights","2","7:54","5","5","1","3","London Knights","Markus Phillips","Puck Recovery","91","81",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","7:54","5","5","1","3","London Knights","Markus Phillips","Play","91","81","Direct",,,,"Kirill Steklov","63","57"
"2020-03-01","Erie Otters","London Knights","2","7:50","5","5","1","3","London Knights","Kirill Steklov","Play","60","17","Direct",,,,"Markus Phillips","47","59"
"2020-03-01","Erie Otters","London Knights","2","7:48","5","5","1","3","London Knights","Markus Phillips","Play","59","64","Direct",,,,"Billy Moskal","110","50"
"2020-03-01","Erie Otters","London Knights","2","7:47","5","5","1","3","London Knights","Billy Moskal","Dump In/Out","110","50","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","2","7:47","5","5","1","3","Erie Otters","Chad Yetman","Zone Entry","110","50","Dumped",,,,"Jack Duff",,
"2020-03-01","Erie Otters","London Knights","2","7:44","5","5","1","3","London Knights","Jason Willms","Faceoff Win","169","20","Backhand",,,,"Liam Foudy",,
"2020-03-01","Erie Otters","London Knights","2","7:43","5","5","1","3","London Knights","Liam Foudy","Puck Recovery","152","11",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","7:42","5","5","1","3","London Knights","Liam Foudy","Shot","152","24","Wristshot","Blocked","t","f",,,
"2020-03-01","Erie Otters","London Knights","2","7:41","5","5","1","3","Erie Otters","Jamie Drysdale","Puck Recovery","43","53",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","7:38","5","5","1","3","Erie Otters","Jamie Drysdale","Play","84","72","Direct",,,,"Maxim Golod","116","65"
"2020-03-01","Erie Otters","London Knights","2","7:37","5","5","1","3","London Knights","Maxim Golod","Zone Entry","129","71","Carried",,,,"Markus Phillips",,
"2020-03-01","Erie Otters","London Knights","2","7:34","5","5","1","3","London Knights","Liam Foudy","Takeaway","27","0",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","7:34","5","5","1","3","London Knights","Markus Phillips","Penalty Taken","54","2","Tripping",,,,"Liam Foudy",,
"2020-03-01","Erie Otters","London Knights","2","7:34","5","4","1","3","London Knights","Billy Moskal","Faceoff Win","31","20","Backhand",,,,"Alec Regula",,
"2020-03-01","Erie Otters","London Knights","2","7:33","5","4","1","3","London Knights","Alec Regula","Puck Recovery","25","17",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","7:33","5","4","1","3","London Knights","Alec Regula","Incomplete Play","25","17","Direct",,,,"Brett Brochu","17","39"
"2020-03-01","Erie Otters","London Knights","2","7:31","5","4","1","3","Erie Otters","Jamie Drysdale","Puck Recovery","171","51",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","7:30","5","4","1","3","Erie Otters","Jamie Drysdale","Incomplete Play","133","62","Direct",,,,"Maxim Golod","129","15"
"2020-03-01","Erie Otters","London Knights","2","7:28","5","4","1","3","London Knights","Liam Foudy","Takeaway","66","59",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","7:26","5","4","1","3","Erie Otters","Liam Foudy","Zone Entry","128","51","Carried",,,,"Jamie Drysdale",,
"2020-03-01","Erie Otters","London Knights","2","7:26","5","4","1","3","London Knights","Liam Foudy","Shot","156","50","Wristshot","On Net","f","f",,,
"2020-03-01","Erie Otters","London Knights","2","7:22","5","4","1","3","London Knights","Billy Moskal","Puck Recovery","168","3",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","7:22","5","4","1","3","London Knights","Billy Moskal","Play","168","3","Direct",,,,"Brett Brochu","21","38"
"2020-03-01","Erie Otters","London Knights","2","7:18","5","4","1","3","London Knights","Brett Brochu","Play","21","38","Direct",,,,"Gerard Keane","16","31"
"2020-03-01","Erie Otters","London Knights","2","7:15","5","4","1","3","London Knights","Gerard Keane","Dump In/Out","4","47","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","2","7:09","5","4","1","3","Erie Otters","Maxim Golod","Puck Recovery","5","19",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","7:06","5","4","1","3","Erie Otters","Maxim Golod","Play","25","58","Indirect",,,,"Jacob Golden","25","58"
"2020-03-01","Erie Otters","London Knights","2","7:00","5","4","1","3","London Knights","Jacob Golden","Zone Entry","129","68","Carried",,,,"Alec Regula",,
"2020-03-01","Erie Otters","London Knights","2","7:00","5","4","1","3","Erie Otters","Jacob Golden","Dump In/Out","137","74","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","2","6:55","5","4","1","3","London Knights","Alec Regula","Puck Recovery","14","15",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","6:55","5","4","1","3","London Knights","Alec Regula","Penalty Taken","40","17","Tripping",,,,"Alec Regula",,
"2020-03-01","Erie Otters","London Knights","2","6:55","5","3","1","3","London Knights","Billy Moskal","Faceoff Win","31","20","Backhand",,,,"Ryan Merkley",,
"2020-03-01","Erie Otters","London Knights","2","6:53","5","3","1","3","London Knights","Ryan Merkley","Puck Recovery","19","5",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","6:53","5","3","1","3","London Knights","Ryan Merkley","Play","19","5","Indirect",,,,"Billy Moskal","37","1"
"2020-03-01","Erie Otters","London Knights","2","6:52","5","3","1","3","London Knights","Billy Moskal","Dump In/Out","41","1","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","2","6:51","5","3","1","3","Erie Otters","Jamie Drysdale","Puck Recovery","127","82",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","6:48","5","3","1","3","Erie Otters","Jamie Drysdale","Play","148","78","Direct",,,,"Brendan Sellan","182","48"
"2020-03-01","Erie Otters","London Knights","2","6:48","5","3","1","3","Erie Otters","Brendan Sellan","Shot","182","48","Deflection","Missed","f","f",,,
"2020-03-01","Erie Otters","London Knights","2","6:45","5","3","1","3","Erie Otters","Brendan Sellan","Puck Recovery","193","67",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","6:45","5","3","1","3","Erie Otters","Brendan Sellan","Play","189","79","Indirect",,,,"Jamie Drysdale","130","78"
"2020-03-01","Erie Otters","London Knights","2","6:40","5","3","1","3","Erie Otters","Jamie Drysdale","Play","133","21","Direct",,,,"Chad Yetman","176","10"
"2020-03-01","Erie Otters","London Knights","2","6:38","5","3","1","3","Erie Otters","Chad Yetman","Play","176","10","Direct",,,,"Jamie Drysdale","146","6"
"2020-03-01","Erie Otters","London Knights","2","6:35","5","3","1","3","Erie Otters","Jamie Drysdale","Play","147","34","Direct",,,,"Chad Yetman","166","19"
"2020-03-01","Erie Otters","London Knights","2","6:33","5","3","1","3","Erie Otters","Chad Yetman","Play","169","27","Indirect",,,,"Jamie Drysdale","172","71"
"2020-03-01","Erie Otters","London Knights","2","6:28","5","3","1","3","Erie Otters","Jamie Drysdale","Play","143","80","Direct",,,,"Jacob Golden","129","48"
"2020-03-01","Erie Otters","London Knights","2","6:25","5","3","1","3","Erie Otters","Jacob Golden","Play","141","53","Direct",,,,"Jamie Drysdale","145","26"
"2020-03-01","Erie Otters","London Knights","2","6:24","5","3","1","3","Erie Otters","Jamie Drysdale","Shot","146","27","Slapshot","Blocked","t","t",,,
"2020-03-01","Erie Otters","London Knights","2","6:23","5","3","1","3","Erie Otters","Maxim Golod","Puck Recovery","185","54",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","6:23","5","3","1","3","Erie Otters","Maxim Golod","Shot","185","56","Snapshot","On Net","f","f",,,
"2020-03-01","Erie Otters","London Knights","2","6:22","5","3","1","3","Erie Otters","Maxim Golod","Puck Recovery","197","48",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","6:20","5","3","1","3","Erie Otters","Maxim Golod","Play","181","21","Direct",,,,"Jamie Drysdale","139","23"
"2020-03-01","Erie Otters","London Knights","2","6:18","5","3","1","3","Erie Otters","Jamie Drysdale","Play","144","34","Direct",,,,"Chad Yetman","178","23"
"2020-03-01","Erie Otters","London Knights","2","6:18","5","3","1","3","Erie Otters","Chad Yetman","Goal","178","23","Snapshot","On Net","f","t",,,
"2020-03-01","Erie Otters","London Knights","2","6:17","5","4","2","3","Erie Otters","Austen Swankler","Faceoff Win","100","43","Backhand",,,,"Drew Hunter",,
"2020-03-01","Erie Otters","London Knights","2","6:14","5","4","2","3","Erie Otters","Drew Hunter","Puck Recovery","37","38",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","6:11","5","4","2","3","Erie Otters","Drew Hunter","Play","59","48","Direct",,,,"Austen Swankler","80","7"
"2020-03-01","Erie Otters","London Knights","2","6:09","5","4","2","3","Erie Otters","Austen Swankler","Incomplete Play","111","10","Direct",,,,"Connor Lockhart","116","15"
"2020-03-01","Erie Otters","London Knights","2","6:08","5","4","2","3","London Knights","Luke Evangelista","Takeaway","87","69",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","6:06","5","4","2","3","Erie Otters","Ryan Merkley","Zone Entry","128","82","Carried",,,,"Drew Hunter",,
"2020-03-01","Erie Otters","London Knights","2","6:03","5","4","2","3","London Knights","Luke Evangelista","Play","173","54","Direct",,,,"Ryan Merkley","166","29"
"2020-03-01","Erie Otters","London Knights","2","6:03","5","4","2","3","London Knights","Ryan Merkley","Shot","172","29","Snapshot","On Net","f","f",,,
"2020-03-01","Erie Otters","London Knights","2","6:01","5","4","2","3","Erie Otters","Connor Lockhart","Puck Recovery","18","53",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","5:59","5","4","2","3","Erie Otters","Connor Lockhart","Play","5","36","Indirect",,,,"Drew Hunter","5","36"
"2020-03-01","Erie Otters","London Knights","2","5:54","5","4","2","3","Erie Otters","Drew Hunter","Play","63","51","Direct",,,,"Kyen Sopa","90","80"
"2020-03-01","Erie Otters","London Knights","2","5:52","5","4","2","3","Erie Otters","Kyen Sopa","Dump In/Out","120","79","Retained",,,,,,
"2020-03-01","Erie Otters","London Knights","2","5:52","5","4","2","3","London Knights","Austen Swankler","Zone Entry","120","79","Dumped",,,,"Markus Phillips",,
"2020-03-01","Erie Otters","London Knights","2","5:50","5","4","2","3","Erie Otters","Austen Swankler","Puck Recovery","173","79",,,,,,,
"2020-03-01","Erie Otters","London Knights","2","5:48","5","4","2","3","Erie Otters","Austen Swankler","Play","193","74","Indirect",,,,"Connor Lockhart","199","58"
"2020-03-01","Erie Otters","London Knights","2","5:47","5","4","2","3","Erie Otters","Connor Lockhart","Play","199","51","Indirect",,,,"Austen Swankler","199","25"
"2020-03-01","Erie Otters","London Knights","2","5:44","5","4","2","3","Erie Otters","Austen Swankler","Incomplete Play","182","5","Direct",,,,"Drew Hunter","131","4"
